index,Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
62,62,348,1,65987.1,3,1,3,7
63,63,378,1,379965,3,1,5,9
64,64,630,1,61848,1,1,2,4
65,65,457,1,99080.25,2,1,3,6
66,66,673,1,111151.8,1,1,3,5
67,67,529,1,32339.1,2,1,1,4
68,68,85,1,74205.45,5,1,3,9
69,69,431,2,361218.8,3,1,5,9
70,70,298,1,317555,3,1,5,9
71,71,72,1,37302.4,5,1,2,8
72,72,431,1,217795.5,3,1,5,9
73,73,479,1,34587,2,1,2,5
74,74,409,1,208641,3,1,5,9
75,75,141,1,69477,5,1,3,9
76,76,673,1,13545,1,1,1,3
77,77,383,1,37044.8,3,1,2,6
78,78,634,1,112713.6,1,1,3,5
79,79,88,1,124450,5,1,4,10
80,80,471,1,100716,2,1,3,6
81,81,371,1,73170.9,3,1,3,7
82,82,215,1,263574.8,4,1,5,10
83,83,500,1,139612.5,2,1,4,7
84,84,172,1,18453.5,4,1,1,6
85,85,538,1,133492.5,2,1,4,7
86,86,385,1,53116,3,1,2,6
87,87,264,1,25916,4,1,1,6
88,88,416,1,80761.6,3,1,3,7
89,89,638,1,128907,1,1,4,6
90,90,347,1,35492.8,3,1,2,6
91,91,41,1,148428,5,1,4,10
92,92,607,1,69085.8,1,1,3,5
93,93,7,1,156810.8,5,1,4,10
94,94,287,1,117718.2,4,1,4,9
95,95,661,1,11823.3,1,1,1,3
96,96,645,1,223595.8,1,1,5,7
97,97,133,1,197002.8,5,1,5,11
98,98,247,1,229376.75,4,1,5,10
99,99,212,1,77549.4,4,1,3,8
100,100,728,1,7530.15,1,1,1,3
101,101,543,1,15988.5,2,1,1,4
102,102,6,1,98286,5,1,3,9
103,103,636,1,13455.8,1,1,1,3
104,104,656,1,205174.8,1,1,5,7
105,105,503,1,228556.5,2,1,5,8
106,106,2,1,82682.1,5,1,3,9
107,107,616,1,13776,1,1,1,3
108,108,11,1,47734.4,5,1,2,8
109,109,137,3,650151.9,5,1,5,11
110,110,727,1,9223.2,1,1,1,3
111,111,290,1,41604,4,1,2,7
112,112,721,1,27630,1,1,1,3
113,113,659,1,106037.5,1,1,3,5
114,114,247,1,155420,4,1,4,9
115,115,258,1,250899.6,4,1,5,10
116,116,99,1,15938.1,5,1,1,7
117,117,458,1,52645,2,1,2,5
118,118,367,1,110984.5,3,1,3,7
119,119,455,1,57474.45,2,1,2,5
120,120,620,1,81156.6,1,1,3,5
121,121,667,1,177012,1,1,4,6
122,122,671,1,13079.2,1,1,1,3
123,123,476,1,22338.4,2,1,1,4
124,124,454,1,325316.25,2,1,5,8
125,125,218,2,348992.1,4,1,5,10
126,126,184,1,44726.4,4,1,2,7
127,127,499,1,158786.8,2,1,4,7
128,128,615,1,823.5,1,1,1,3
129,129,328,1,50990,3,1,2,6
130,130,390,1,8998.4,3,1,1,5
131,131,692,1,293572,1,1,5,7
132,132,697,1,5527.8,1,1,1,3
133,133,54,1,203159.4,5,1,5,11
134,134,351,1,36304.2,3,1,2,6
135,135,404,1,2616,3,1,1,5
136,136,486,1,35051.45,2,1,2,5
137,137,531,1,271944,2,1,5,8
138,138,457,1,24437.6,2,1,1,4
139,139,123,1,127862.4,5,1,4,10
140,140,338,1,358200,3,1,5,9
141,141,507,1,177471.4,2,1,4,7
142,142,215,1,26063,4,1,1,6
143,143,224,1,271340,4,1,5,10
144,144,661,1,2347.7,1,1,1,3
145,145,321,1,124761.6,3,1,4,8
146,146,546,1,127910,2,1,4,7
147,147,419,1,288921.6,3,1,5,9
148,148,310,1,193075.8,3,1,5,9
149,149,464,1,294008,2,1,5,8
150,150,525,1,85666.4,2,1,3,6
151,151,322,1,119524.8,3,1,4,8
152,152,293,1,248967,3,1,5,9
153,153,331,1,161862,3,1,4,8
154,154,668,1,64336,1,1,3,5
155,155,571,1,176352,2,1,4,7
156,156,193,1,169569,4,1,4,9
157,157,523,1,307933.75,2,1,5,8
158,158,460,1,47514.6,2,1,2,5
159,159,85,1,21629.6,5,1,1,7
160,160,140,1,123054,5,1,4,10
161,161,193,1,311815,4,1,5,10
162,162,335,1,37775.2,3,1,2,6
163,163,438,1,151809.15,2,1,4,7
164,164,393,1,168714,3,1,4,8
165,165,259,1,188392.5,4,1,5,10
166,166,553,1,103944,2,1,3,6
167,167,227,1,36632,4,1,2,7
168,168,30,1,53667.3,5,1,2,8
169,169,449,1,123331.2,2,1,4,7
170,170,18,1,25660.8,5,1,1,7
171,171,662,1,98862,1,1,3,5
172,172,612,1,64688.4,1,1,3,5
173,173,178,1,62764.6,4,1,2,7
174,174,306,1,38595.2,3,1,2,6
175,175,27,1,274590,5,1,5,11
176,176,463,1,249644,2,1,5,8
177,177,359,1,41674,3,1,2,6
178,178,426,1,177916.05,3,1,4,8
179,179,269,1,101031,4,1,3,8
180,180,567,1,113566.8,2,1,4,7
181,181,707,1,56876.4,1,1,2,4
182,182,297,1,17341,3,1,1,5
183,183,302,1,62772,3,1,2,6
184,184,309,1,235353.6,3,1,5,9
185,185,558,1,57242.25,2,1,2,5
186,186,84,2,479389,5,1,5,11
187,187,624,1,148762.4,1,1,4,6
188,188,572,1,39852,2,1,2,5
189,189,414,1,52237.65,3,1,2,6
190,190,121,1,74564,5,1,3,9
191,191,412,1,21669.5,3,1,1,5
192,192,33,2,211773.85,5,1,5,11
193,193,155,1,252937.5,4,1,5,10
194,194,121,1,8163.4,5,1,1,7
195,195,125,1,166071.6,5,1,4,10
196,196,539,1,43891.9,2,1,2,5
197,197,259,1,49944,4,1,2,7
198,198,529,1,337675.25,2,1,5,8
199,199,367,1,218351.4,3,1,5,9
200,200,355,1,57023.95,3,1,2,6
201,201,127,1,63468,5,1,2,8
202,202,220,1,208029.6,4,1,5,10
203,203,164,1,133852.5,4,1,4,9
204,204,532,1,33011.55,2,1,2,5
205,205,41,1,98892,5,1,3,9
206,206,2,1,322014,5,1,5,11
207,207,144,1,132372,5,1,4,10
208,208,545,1,47826.9,2,1,2,5
209,209,34,1,33732,5,1,2,8
210,210,656,1,97754.4,1,1,3,5
211,211,59,1,23658.8,5,1,1,7
212,212,134,1,963.9,5,1,1,7
213,213,566,1,126463.5,2,1,4,7
214,214,237,1,107504,4,1,3,8
215,215,334,1,247732,3,1,5,9
216,216,15,1,2081.6,5,1,1,7
217,217,730,1,178044,1,1,4,6
218,218,106,1,124839,5,1,4,10
219,219,2,1,150776.1,5,1,4,10
220,220,662,1,40803.2,1,1,2,4
221,221,399,1,62944,3,1,2,6
222,222,425,1,30166.3,3,1,1,5
223,223,338,1,44212,3,1,2,6
224,224,606,1,74393.1,1,1,3,5
225,225,288,1,135341.25,4,1,4,9
226,226,372,1,40308,3,1,2,6
227,227,372,1,266937.4,3,1,5,9
228,228,31,1,115909.2,5,1,4,10
229,229,548,1,336306.75,2,1,5,8
230,230,286,1,63570.4,4,1,2,7
231,231,126,1,8467.7,5,1,1,7
232,232,82,1,3539.4,5,1,1,7
233,233,293,1,60444,3,1,2,6
234,234,679,1,203583,1,1,5,7
235,235,232,1,296867.4,4,1,5,10
236,236,61,1,309657.25,5,1,5,11
237,237,595,1,59319.9,1,1,2,4
238,238,480,1,275872,2,1,5,8
239,239,385,1,61982.4,3,1,2,6
240,240,56,1,206712,5,1,5,11
241,241,467,1,13930.65,2,1,1,4
242,242,273,1,205348.2,4,1,5,10
243,243,307,1,129021.6,3,1,4,8
244,244,112,1,16233.6,5,1,1,7
245,245,638,1,39605.4,1,1,2,4
246,246,343,1,16053.3,3,1,1,5
247,247,178,1,173641.95,4,1,4,9
248,248,656,1,109380,1,1,3,5
249,249,406,1,330.3,3,1,1,5
250,250,182,1,20165.4,4,1,1,6
251,251,84,1,42492.6,5,1,2,8
252,252,190,1,7870,4,1,1,6
253,253,235,1,132604.25,4,1,4,9
254,254,210,1,1041.25,4,1,1,6
255,255,120,1,165413.4,5,1,4,10
256,256,243,1,77248,4,1,3,8
257,257,152,1,214438.75,4,1,5,10
258,258,78,1,288895,5,1,5,11
259,259,435,1,83244,2,1,3,6
260,260,310,1,34273.8,3,1,2,6
261,261,147,1,31112.55,4,1,1,6
262,262,175,1,35020.8,4,1,2,7
263,263,191,1,59316.1,4,1,2,7
264,264,180,2,141832.8,4,1,4,9
265,265,257,1,45033.3,4,1,2,7
266,266,217,2,323552,4,1,5,10
267,267,401,1,206920,3,1,5,9
268,268,96,1,123444,5,1,4,10
269,269,244,2,47235.4,4,1,2,7
270,270,213,1,111245,4,1,3,8
271,271,9,1,39508.8,5,1,2,8
272,272,72,1,235716,5,1,5,11
273,273,723,1,198685.8,1,1,5,7
274,274,540,1,2109,2,1,1,4
275,275,119,1,44412.8,5,1,2,8
276,276,667,1,25673,1,1,1,3
277,277,178,1,10362.6,4,1,1,6
278,278,409,1,139956.75,3,1,4,8
279,279,312,1,214047.9,3,1,5,9
280,280,384,1,144760.05,3,1,4,8
281,281,104,1,5985.6,5,1,1,7
282,282,422,1,210764.7,3,1,5,9
283,283,419,1,69931.8,3,1,3,7
284,284,108,1,129494.7,5,1,4,10
285,285,691,1,54462.6,1,1,2,4
286,286,600,1,137109.6,1,1,4,6
287,287,541,1,236819.8,2,1,5,8
288,288,553,1,112901.8,2,1,4,7
289,289,404,1,40048.2,3,1,2,6
290,290,712,1,169416,1,1,4,6
291,291,134,1,112586.4,5,1,3,9
292,292,596,1,125893.5,1,1,4,6
293,293,406,1,31920,3,1,1,5
294,294,208,1,64999,4,1,3,8
295,295,539,1,71352,2,1,3,6
296,296,439,1,88730,2,1,3,6
297,297,472,1,210767,2,1,5,8
298,298,595,1,123748.95,1,1,4,6
299,299,228,1,93500,4,1,3,8
300,300,30,2,315337.5,5,1,5,11
301,301,642,1,28355.4,1,1,1,3
302,302,623,1,53323.05,1,1,2,4
303,303,475,1,17398.3,2,1,1,4
304,304,255,1,101012,4,1,3,8
305,305,51,1,58172.4,5,1,2,8
306,306,471,1,3876,2,1,1,4
307,307,680,1,29643.8,1,1,1,3
308,308,262,1,135092,4,1,4,9
309,309,653,1,192032,1,1,5,7
310,310,156,1,372713.5,4,1,5,10
311,311,631,1,981.6,1,1,1,3
312,312,392,1,12571.5,3,1,1,5
313,313,625,1,27318.4,1,1,1,3
314,314,192,1,122155.75,4,1,4,9
315,315,535,1,118246.9,2,1,4,7
316,316,482,1,14263,2,1,1,4
317,317,352,1,185280.4,3,1,5,9
318,318,189,1,78040,4,1,3,8
319,319,502,1,212310,2,1,5,8
320,320,515,1,30660,2,1,1,4
321,321,140,1,172774.6,5,1,4,10
322,322,116,1,15345,5,1,1,7
323,323,620,1,27327.6,1,1,1,3
324,324,254,1,10963.2,4,1,1,6
325,325,424,1,91874.4,3,1,3,7
326,326,670,1,119215,1,1,4,6
327,327,176,2,213082.8,4,1,5,10
328,328,135,1,154908.8,5,1,4,10
329,329,691,1,108648,1,1,3,5
330,330,351,1,218804,3,1,5,9
331,331,472,1,92475,2,1,3,6
332,332,284,1,8912.9,4,1,1,6
333,333,344,1,74461.95,3,1,3,7
334,334,99,2,98811,5,1,3,9
335,335,280,1,171779,4,1,4,9
336,336,295,1,49352.4,3,1,2,6
337,337,635,1,288955,1,1,5,7
338,338,10,2,332537.85,5,1,5,11
339,339,472,1,13970.7,2,1,1,4
340,340,1,1,18745.2,5,1,1,7
341,341,446,1,262896,2,1,5,8
342,342,215,1,8831.5,4,1,1,6
343,343,445,1,62236.8,2,1,2,5
344,344,580,1,12767,2,1,1,4
345,345,260,2,112203.2,4,1,3,8
346,346,311,2,169255.55,3,1,4,8
347,347,157,1,214417.8,4,1,5,10
348,348,107,1,44810,5,1,2,8
349,349,584,1,59502,1,1,2,4
350,350,721,1,132513.3,1,1,4,6
351,351,620,1,46037.7,1,1,2,4
352,352,225,1,47178,4,1,2,7
353,353,269,1,6431.2,4,1,1,6
354,354,318,1,44737.2,3,1,2,6
355,355,587,1,165724,1,1,4,6
356,356,179,1,337581.75,4,1,5,10
357,357,52,1,208607.4,5,1,5,11
358,358,662,1,190345.8,1,1,5,7
359,359,536,1,7490.2,2,1,1,4
360,360,273,1,48568.15,4,1,2,7
361,361,685,1,259488,1,1,5,7
362,362,489,1,135017.4,2,1,4,7
363,363,232,1,94965.8,4,1,3,8
364,364,419,1,63559.2,3,1,2,6
365,365,719,1,292970.5,1,1,5,7
366,366,483,1,94159.6,2,1,3,6
367,367,328,1,34451.2,3,1,2,6
368,368,53,1,43318,5,1,2,8
369,369,431,1,58116,3,1,2,6
370,370,693,1,41768.1,1,1,2,4
371,371,363,1,48225.6,3,1,2,6
372,372,490,2,144988.2,2,1,4,7
373,373,712,1,123523.7,1,1,4,6
374,374,20,2,154420.9,5,1,4,10
375,375,565,1,290885,2,1,5,8
376,376,229,1,48430.4,4,1,2,7
377,377,689,1,27343.85,1,1,1,3
378,378,60,1,101510.4,5,1,3,9
379,379,245,1,63115.9,4,1,2,7
380,380,146,1,222616.35,5,1,5,11
381,381,400,1,56383.9,3,1,2,6
382,382,84,1,85024,5,1,3,9
383,383,457,1,97529,2,1,3,6
384,384,392,1,77064,3,1,3,7
385,385,712,1,139772,1,1,4,6
386,386,323,1,28317.6,3,1,1,5
387,387,570,1,54052.8,2,1,2,5
388,388,328,1,55335,3,1,2,6
389,389,214,1,162521.6,4,1,4,9
390,390,134,1,169108.35,5,1,4,10
391,391,648,1,40734.4,1,1,2,4
392,392,684,1,72086,1,1,3,5
393,393,298,1,226320,3,1,5,9
394,394,626,1,13060.8,1,1,1,3
395,395,1,1,6863.75,5,1,1,7
396,396,412,1,44778.25,3,1,2,6
397,397,685,1,102839.8,1,1,3,5
398,398,468,1,52535,2,1,2,5
399,399,430,1,39865.8,3,1,2,6
400,400,59,1,236034,5,1,5,11
401,401,249,1,37181,4,1,2,7
402,402,314,1,45148.8,3,1,2,6
403,403,512,1,37210,2,1,2,5
404,404,156,2,72882,4,1,3,8
405,405,197,1,60169.2,4,1,2,7
406,406,260,1,63299.2,4,1,2,7
407,407,192,1,63783,4,1,2,7
408,408,728,1,21994.2,1,1,1,3
409,409,113,1,216624,5,1,5,11
410,410,720,1,143172.6,1,1,4,6
411,411,333,1,108661.95,3,1,3,7
412,412,157,1,75877.8,4,1,3,8
413,413,442,1,97739.8,2,1,3,6
414,414,167,1,191520,4,1,5,10
415,415,4,1,86302.75,5,1,3,9
416,416,348,1,183679.2,3,1,5,9
417,417,569,1,29164.05,2,1,1,4
418,418,706,1,66008,1,1,3,5
419,419,642,1,97110.8,1,1,3,5
420,420,637,1,40267.65,1,1,2,4
421,421,39,1,180872,5,1,4,10
422,422,157,1,57732.45,4,1,2,7
423,423,39,1,277129.25,5,1,5,11
424,424,252,1,25832.35,4,1,1,6
425,425,72,1,18079.45,5,1,1,7
426,426,70,1,29343.6,5,1,1,7
427,427,274,2,312892.3,4,1,5,10
428,428,343,1,142126.2,3,1,4,8
429,429,306,1,48581.1,3,1,2,6
430,430,350,1,9568.4,3,1,1,5
431,431,168,1,275084,4,1,5,10
432,432,699,1,62703.9,1,1,2,4
433,433,549,1,4420.8,2,1,1,4
434,434,678,1,140908.5,1,1,4,6
435,435,394,1,285316,3,1,5,9
436,436,196,1,318848,4,1,5,10
437,437,615,1,45271.85,1,1,2,4
438,438,502,1,155873.7,2,1,4,7
439,439,713,1,193081.5,1,1,5,7
440,440,47,1,220720,5,1,5,11
441,441,320,1,95524,3,1,3,7
442,442,342,1,35115.2,3,1,2,6
443,443,124,1,14488.2,5,1,1,7
444,444,175,1,206346,4,1,5,10
445,445,207,1,158449.5,4,1,4,9
446,446,397,1,47825,3,1,2,6
447,447,390,1,73508,3,1,3,7
448,448,589,1,265684,1,1,5,7
449,449,520,1,16150.95,2,1,1,4
450,450,515,1,29541.75,2,1,1,4
451,451,18,1,56186,5,1,2,8
452,452,224,1,15175.8,4,1,1,6
453,453,632,1,55803.35,1,1,2,4
454,454,691,1,75023.4,1,1,3,5
455,455,396,1,83897.1,3,1,3,7
456,456,354,1,233325,3,1,5,9
457,457,195,1,86508,4,1,3,8
458,458,613,1,34406.4,1,1,2,4
459,459,314,1,85471.2,3,1,3,7
460,460,695,1,181680,1,1,4,6
461,461,429,1,34350,3,1,2,6
462,462,128,1,20854.8,5,1,1,7
463,463,556,1,95728.65,2,1,3,6
464,464,12,1,94140,5,1,3,9
465,465,208,1,30319.25,4,1,1,6
466,466,65,1,33552.8,5,1,2,8
467,467,657,1,193816.8,1,1,5,7
468,468,302,1,51253.45,3,1,2,6
469,469,672,1,101563.2,1,1,3,5
470,470,14,1,10276.2,5,1,1,7
471,471,676,1,62959.5,1,1,2,4
472,472,216,1,94528.8,4,1,3,8
473,473,676,1,95697,1,1,3,5
474,474,133,1,158610,5,1,4,10
475,475,202,1,76513.6,4,1,3,8
476,476,715,1,44440,1,1,2,4
477,477,643,1,27537.6,1,1,1,3
478,478,92,1,243212,5,1,5,11
479,479,206,1,262636,4,1,5,10
480,480,295,1,2193,3,1,1,5
481,481,391,1,67899.6,3,1,3,7
482,482,450,2,232120.05,2,1,5,8
483,483,294,1,3590.4,3,1,1,5
484,484,409,1,266460.75,3,1,5,9
485,485,468,1,253748,2,1,5,8
486,486,308,1,115120.8,3,1,4,8
487,487,283,1,58032,4,1,2,7
488,488,194,1,62728.5,4,1,2,7
489,489,141,1,82528,5,1,3,9
490,490,490,1,1003,2,1,1,4
491,491,63,1,93230.4,5,1,3,9
492,492,151,1,174399.6,4,1,4,9
493,493,154,1,66879.05,4,1,3,8
494,494,606,1,25702,1,1,1,3
495,495,549,1,84028,2,1,3,6
496,496,730,1,77522.4,1,1,3,5
497,497,259,1,60813,4,1,2,7
498,498,511,1,391910,2,1,5,8
499,499,465,1,117059.2,2,1,4,7
500,500,363,1,828,3,1,1,5
501,501,95,1,268264.8,5,1,5,11
502,502,341,1,158786.4,3,1,4,8
503,503,302,1,115153.75,3,1,4,8
504,504,372,1,197908,3,1,5,9
505,505,224,1,213582.8,4,1,5,10
506,506,684,1,7452,1,1,1,3
507,507,41,1,55914,5,1,2,8
508,508,627,1,183094.25,1,1,4,6
509,509,77,1,285753.6,5,1,5,11
510,510,706,1,177025.5,1,1,4,6
511,511,365,1,55683.3,3,1,2,6
512,512,392,1,141893.9,3,1,4,8
513,513,438,1,141188,2,1,4,7
514,514,278,1,153598.4,4,1,4,9
515,515,718,1,25337.7,1,1,1,3
516,516,453,1,239988,2,1,5,8
517,517,672,1,91439.6,1,1,3,5
518,518,704,1,94092,1,1,3,5
519,519,386,1,128338.2,3,1,4,8
520,520,355,1,19402.2,3,1,1,5
521,521,200,1,198360,4,1,5,10
522,522,438,1,51013.6,2,1,2,5
523,523,501,1,73380,2,1,3,6
524,524,166,1,23461.2,4,1,1,6
525,525,520,1,23784.2,2,1,1,4
526,526,60,1,16923.5,5,1,1,7
527,527,461,1,33460.25,2,1,2,5
528,528,508,1,63477.6,2,1,2,5
529,529,510,1,156028.5,2,1,4,7
530,530,515,1,259617.2,2,1,5,8
531,531,154,1,14598,4,1,1,6
532,532,60,1,51247.75,5,1,2,8
533,533,207,1,174742.4,4,1,4,9
534,534,256,1,141069.6,4,1,4,9
535,535,251,1,71607.6,4,1,3,8
536,536,97,1,64272.6,5,1,3,9
537,537,531,1,26924.4,2,1,1,4
538,538,375,1,186283.6,3,1,5,9
539,539,504,1,253627.2,2,1,5,8
540,540,318,2,382043.2,3,1,5,9
541,541,308,1,258475,3,1,5,9
542,542,665,1,118029,1,1,4,6
543,543,431,1,209314.8,3,1,5,9
544,544,228,1,145407,4,1,4,9
545,545,334,1,134765.8,3,1,4,8
546,546,416,1,43139.2,3,1,2,6
547,547,292,2,78926.85,4,1,3,8
548,548,45,1,10441.8,5,1,1,7
549,549,278,1,76060.8,4,1,3,8
550,550,148,1,59569.6,4,1,2,7
551,551,182,1,172624.8,4,1,4,9
552,552,537,1,3560,2,1,1,4
553,553,337,1,317488.5,3,1,5,9
554,554,57,2,278720.5,5,1,5,11
555,555,288,1,96696,4,1,3,8
556,556,420,1,4156.8,3,1,1,5
557,557,98,1,90246.2,5,1,3,9
558,558,250,1,29745.75,4,1,1,6
559,559,443,1,81405.6,2,1,3,6
560,560,540,1,53618.4,2,1,2,5
561,561,139,1,58185.9,5,1,2,8
562,562,101,1,193602,5,1,5,11
563,563,218,1,78622.95,4,1,3,8
564,564,82,1,142240,5,1,4,10
565,565,643,1,111214,1,1,3,5
566,566,466,1,27957,2,1,1,4
567,567,47,1,70175,5,1,3,9
568,568,673,1,58635,1,1,2,4
569,569,2,1,6235.2,5,1,1,7
570,570,586,1,112703.2,1,1,3,5
571,571,501,1,15395.2,2,1,1,4
572,572,506,1,35655,2,1,2,5
573,573,341,1,123422.4,3,1,4,8
574,574,402,1,179254.4,3,1,4,8
575,575,56,2,426563.6,5,1,5,11
576,576,640,1,6543,1,1,1,3
577,577,431,1,222145.8,3,1,5,9
578,578,433,1,34488,2,1,2,5
579,579,424,1,200885.4,3,1,5,9
580,580,184,1,16207.8,4,1,1,6
581,581,140,1,168936,5,1,4,10
582,582,294,1,43457.1,3,1,2,6
583,583,239,1,144200,4,1,4,9
584,584,356,1,310113.25,3,1,5,9
585,585,715,1,129671.2,1,1,4,6
586,586,283,1,27590.4,4,1,1,6
587,587,426,1,46565.55,3,1,2,6
588,588,593,1,289804.5,1,1,5,7
589,589,38,1,174870.9,5,1,4,10
590,590,203,1,159397.2,4,1,4,9
591,591,491,1,116472,2,1,4,7
592,592,440,1,112747.4,2,1,3,6
593,593,115,1,27513,5,1,1,7
594,594,514,1,342040,2,1,5,8
595,595,210,1,32667.2,4,1,2,7
596,596,272,1,34538,4,1,2,7
597,597,6,1,3961.6,5,1,1,7
598,598,133,1,52452,5,1,2,8
599,599,321,1,12992.2,3,1,1,5
600,600,97,1,68459.85,5,1,3,9
601,601,252,1,52631.1,4,1,2,7
602,602,350,1,44367,3,1,2,6
603,603,687,1,341830,1,1,5,7
604,604,726,1,263736,1,1,5,7
605,605,646,1,143684,1,1,4,6
606,606,479,1,194335.2,2,1,5,8
607,607,275,1,102272.4,4,1,3,8
608,608,639,1,71299.4,1,1,3,5
609,609,102,1,65529.9,5,1,3,9
610,610,178,1,205929.6,4,1,5,10
611,611,459,1,124431.5,2,1,4,7
612,612,127,1,25247.2,5,1,1,7
613,613,131,1,30560.4,5,1,1,7
614,614,407,1,249716.4,3,1,5,9
615,615,241,1,54095.7,4,1,2,7
616,616,709,1,158913,1,1,4,6
617,617,189,1,173548,4,1,4,9
618,618,225,1,241322.8,4,1,5,10
619,619,369,1,73276.2,3,1,3,7
620,620,206,1,151048.8,4,1,4,9
621,621,621,1,59966.4,1,1,2,4
622,622,124,1,42104.75,5,1,2,8
623,623,343,1,370685,3,1,5,9
624,624,539,1,26993.7,2,1,1,4
625,625,614,1,131690,1,1,4,6
626,626,649,1,201636,1,1,5,7
627,627,610,1,49852.2,1,1,2,4
628,628,449,1,26763.1,2,1,1,4
629,629,135,1,30736.3,5,1,1,7
630,630,471,1,79880,2,1,3,6
631,631,364,1,226794.45,3,1,5,9
632,632,674,1,300618,1,1,5,7
633,633,50,2,404417.6,5,1,5,11
634,634,106,1,6836,5,1,1,7
635,635,25,1,50415.3,5,1,2,8
636,636,236,1,223686,4,1,5,10
637,637,401,1,283122.25,3,1,5,9
638,638,173,1,70437.6,4,1,3,8
639,639,58,1,44614.85,5,1,2,8
640,640,41,1,26661.6,5,1,1,7
641,641,206,1,54185.6,4,1,2,7
642,642,62,1,60133.25,5,1,2,8
643,643,398,1,115004,3,1,4,8
644,644,353,1,21883.25,3,1,1,5
645,645,552,1,89049.6,2,1,3,6
646,646,597,1,25956.9,1,1,1,3
647,647,688,1,5064,1,1,1,3
648,648,139,1,11170,5,1,1,7
649,649,725,1,68704,1,1,3,5
650,650,95,1,12215.35,5,1,1,7
651,651,124,2,350353.6,5,1,5,11
652,652,628,1,314356,1,1,5,7
653,653,301,1,229853.6,3,1,5,9
654,654,586,1,266460,1,1,5,7
655,655,613,1,181386,1,1,4,6
656,656,376,1,28539,3,1,1,5
657,657,595,1,21997.15,1,1,1,3
658,658,542,1,65196.6,2,1,3,6
659,659,383,1,75422,3,1,3,7
660,660,72,1,9075.6,5,1,1,7
661,661,127,1,79168.5,5,1,3,9
662,662,564,1,32572,2,1,1,4
663,663,517,1,183319.5,2,1,4,7
664,664,482,1,98649.6,2,1,3,6
665,665,604,1,75176,1,1,3,5
666,666,510,1,123033.6,2,1,4,7
667,667,221,1,44965.4,4,1,2,7
668,668,59,1,8011.2,5,1,1,7
669,669,478,1,7909.7,2,1,1,4
670,670,107,1,299960.75,5,1,5,11
671,671,177,1,232735.75,4,1,5,10
672,672,289,1,34729.2,4,1,2,7
673,673,605,1,273413.8,1,1,5,7
674,674,536,1,150129,2,1,4,7
675,675,567,1,280820,2,1,5,8
676,676,542,1,23376.7,2,1,1,4
677,677,690,1,18630,1,1,1,3
678,678,6,1,122979.2,5,1,4,10
679,679,233,1,137754,4,1,4,9
680,680,650,1,6573.6,1,1,1,3
681,681,406,1,81814.5,3,1,3,7
682,682,298,1,261928,3,1,5,9
683,683,497,1,329773.5,2,1,5,8
684,684,301,1,67692.3,3,1,3,7
